strain	accession	subtype	date	host	country	region	species	broad	order
A/swine/Illinois/A01241065/2012	JX128306	H3N2	2012-01-16	Swine	Usa	North America	Swine	swine	Swine
A/swine/Nebraska/A01241171/2012	JX128301	H3N2	2012-01-16	Swine	Usa	North America	Swine	swine	Swine
A/canine/Beijing/1028/2010	JX101354	H3N2	2010-02-02	Canine	China	China	Canine	canine	Canine
A/swine/Illinois/A01240836/2012	JX128296	H3N2	2012-01-03	Swine	Usa	North America	Swine	swine	Swine
A/swine/Iowa/A01203121/2012	JX128286	H3N2	2012-01-05	Swine	Usa	North America	Swine	swine	Swine
A/swine/Iowa/A01049119/2010	KP941602	H3N2	2010-11-19	Swine	Usa	North America	Swine	swine	Swine
A/swine/Iowa/A01202089/2011	KR048032	H3N2	2011-06-16	Swine	Usa	North America	Swine	swine	Swine
A/swine/Iowa/A01202878/2011	JX128281	H3N2	2011-11-17	Swine	Usa	North America	Swine	swine	Swine
A/swine/Indiana/A01202866/2011	JX128276	H3N2	2011-11-16	Swine	Usa	North America	Swine	swine	Swine
A/swine/Illinois/A01240835/2012	JX128291	H3N2	2012-01-03	Swine	Usa	North America	Swine	swine	Swine
A/canine/Guangdong/1/2011	JX195341	H3N2	2011-02-XX	Canine	China	China	Canine	canine	Canine
A/canine/Korea/VC378/2012	KM514356	H3N2	2012-03-13	Canine	South Korea	Japan Korea	Canine	canine	Canine
A/canine/Beijing/511/2010	JX101362	H3N2	2010-01-03	Canine	China	China	Canine	canine	Canine
A/mallard/Alaska/ND0006301/2013	KM374027	H3N8	2013-09-08	Avian	Usa	North America	Mallard	duck	Anseriformes
A/mallard/Idaho/ND0002644/2013	KM373971	H3N8	2013-08-21	Avian	Usa	North America	Mallard	duck	Anseriformes
A/swine/Iowa/A01202614/2011	JX173620	H3N2	2011-09-27	Swine	Usa	North America	Swine	swine	Swine
A/swine/Iowa/A01202573/2011	JX173615	H3N2	2011-09-07	Swine	Usa	North America	Swine	swine	Swine
A/canine/Korea/VC125678/2012	KM514372	H3N1	2012-03-13	Canine	South Korea	Japan Korea	Canine	canine	Canine
A/swine/Iowa/A01202529/2011	JX173610	H3N2	2011-08-22	Swine	Usa	North America	Swine	swine	Swine
A/swine/Iowa/A01202639/2011	JX173605	H3N2	2011-09-30	Swine	Usa	North America	Swine	swine	Swine
A/canine/Korea/VC123578/2012	KM514364	H3N2	2012-03-13	Canine	South Korea	Japan Korea	Canine	canine	Canine
A/swine/Iowa/A01202657/2011	JX173595	H3N2	2011-10-04	Swine	Usa	North America	Swine	swine	Swine
A/canine/Beijing/253/2009	JX101427	H3N2	2009-12-09	Canine	China	China	Canine	canine	Canine
A/canine/Beijing/420/2010	JX101419	H3N2	2010-01-08	Canine	China	China	Canine	canine	Canine
A/canine/Beijing/295/2009	JX101410	H3N2	2009-12-14	Canine	China	China	Canine	canine	Canine
A/canine/Beijing/305/2009	JX101402	H3N2	2009-12-13	Canine	China	China	Canine	canine	Canine
A/canine/Beijing/359/2009	JX101394	H3N2	2009-12-17	Canine	China	China	Canine	canine	Canine
A/canine/Beijing/362/2009	JX101386	H3N2	2009-12-17	Canine	China	China	Canine	canine	Canine
A/canine/Beijing/364/2009	JX101378	H3N2	2009-12-17	Canine	China	China	Canine	canine	Canine
A/canine/Beijing/418/2010	JX101370	H3N2	2010-01-08	Canine	China	China	Canine	canine	Canine
A/canine/Liaoning/1578/2010	JX101434	H3N2	2010-04-06	Canine	China	China	Canine	canine	Canine
A/swine/Illinois/A01202825/2011	JX128271	H3N2	2011-11-09	Swine	Usa	North America	Swine	swine	Swine
A/swine/Illinois/A01202978/2011	JX239972	H3N2	2011-12-16	Swine	Usa	North America	Swine	swine	Swine
A/swine/Guangdong/NS2893/2012	KM029776	H3N2	2012-08-23	Swine	China	China	Swine	swine	Swine
A/swine/Guangdong/NS2895/2012	KM029784	H3N2	2012-08-23	Swine	China	China	Swine	swine	Swine
A/swine/Guangdong/2919/2012	KM029808	H3N2	2012-08-23	Swine	China	China	Swine	swine	Swine
A/swine/Guangxi/NS2394/2012	KM029896	H3N2	2012-09-02	Swine	China	China	Swine	swine	Swine
A/swine/Hong_Kong/NS2698/2012	KM029904	H3N2	2012-08-02	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/NS2733/2012	KM029912	H3N2	2012-08-02	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/NS2734/2012	KM029920	H3N2	2012-08-02	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/NS2735/2012	KM029928	H3N2	2012-08-02	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/NS2738/2012	KM029936	H3N2	2012-08-02	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/NS2745/2012	KM029944	H3N2	2012-08-02	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/3280/2012	KM029952	H3N2	2012-09-06	Swine	Hong Kong	China	Swine	swine	Swine
A/equine/Sao_Paulo/1.19/2012	KM032369	H3N8	2012-04-XX	Equine	Brazil	South America	Equine	equine	Equine
A/swine/Guangxi/JGB4/2013	KM061020	H3N2	2013-06-XX	Swine	China	China	Swine	swine	Swine
A/swine/Guangxi/NNXD/2013	KM061012	H3N2	2013-04-01	Swine	China	China	Swine	swine	Swine
A/swine/England/203759/1992	CY116051	H3N1	1992-03-12	Swine	United Kingdom	Europe	Swine	swine	Swine
A/swine/Guangdong/NS2892/2012	KM029768	H3N2	2012-08-23	Swine	China	China	Swine	swine	Swine
A/swine/Guangdong/NS2885/2012	KM029752	H3N2	2012-08-23	Swine	China	China	Swine	swine	Swine
A/swine/Guangdong/NS2883/2012	KM029744	H3N2	2012-08-23	Swine	China	China	Swine	swine	Swine
A/swine/Guangdong/2863/2012	KM029736	H3N2	2012-08-16	Swine	China	China	Swine	swine	Swine
A/swine/Hong_Kong/3287/2011	KM028792	H3N2	2011-08-18	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/3700/2011	KM028800	H3N2	2011-09-15	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/NS3757/2011	KM028808	H3N2	2011-10-06	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/168/2012	KM029224	H3N2	2012-01-05	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/NS180/2012	KM029232	H3N2	2012-01-12	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/NS370/2012	KM029256	H3N2	2012-02-02	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/NS392/2012	KM029264	H3N2	2012-02-02	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/459/2012	KM029272	H3N2	2012-02-02	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/England/163266/1987	CY115997	H3N2	1987-XX-XX	Swine	United Kingdom	Europe	Swine	swine	Swine
A/swine/Hong_Kong/NS549/2012	KM029280	H3N2	2012-02-16	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/1071/2012	KM029392	H3N2	2012-03-15	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/1284/2012	KM029424	H3N2	2012-04-12	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/NS1651/2012	KM029432	H3N2	2012-05-24	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/NS2168/2012	KM029440	H3N2	2012-06-21	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/2454/2012	KM029488	H3N2	2012-07-05	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Guangdong/NS2701/2012	KM029712	H3N2	2012-08-09	Swine	China	China	Swine	swine	Swine
A/swine/Guangdong/NS2712/2012	KM029720	H3N2	2012-08-09	Swine	China	China	Swine	swine	Swine
A/swine/Guangdong/NS2717/2012	KM029728	H3N2	2012-08-09	Swine	China	China	Swine	swine	Swine
A/swine/Hong_Kong/648/2012	KM029296	H3N2	2012-02-16	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Ohio/12TOSU268/2012	JX534962	H3N2	2012-07-28	Swine	Usa	North America	Swine	swine	Swine
A/swine/Ohio/12TOSU293/2012	JX534970	H3N2	2012-07-28	Swine	Usa	North America	Swine	swine	Swine
A/swine/Indiana/A00968370/2012	JX534975	H3N2	2012-07-13	Swine	Usa	North America	Swine	swine	Swine
A/swine/Illinois/A01241469/2012	JX307365	H3N2	2012-02-08	Swine	Usa	North America	Swine	swine	Swine
A/swine/Ohio/A01203186/2012	JX307360	H3N2	2012-01-24	Swine	Usa	North America	Swine	swine	Swine
A/swine/Iowa/A01202658/2011	JX306678	H3N2	2011-11-04	Swine	Usa	North America	Swine	swine	Swine
A/swine/Minnesota/A01201424/2010	JX306673	H3N2	2010-11-09	Swine	Usa	North America	Swine	swine	Swine
A/swine/Nebraska/A01240337/2011	JX306663	H3N2	2011-11-13	Swine	Usa	North America	Swine	swine	Swine
A/swine/Minnesota/A00907734/2011	JX306658	H3N2	2011-08-04	Swine	Usa	North America	Swine	swine	Swine
A/swine/Minnesota/A00907733/2011	JX306653	H3N2	2011-08-04	Swine	Usa	North America	Swine	swine	Swine
A/swine/Texas/A01104013/2012	JX280451	H3N2	2012-02-15	Swine	Usa	North America	Swine	swine	Swine
A/swine/Minnesota/A01116381/2011	JX307370	H3N2	2011-10-11	Swine	Usa	North America	Swine	swine	Swine
A/swine/Iowa/A01202613/2011	JX280442	H3N2	2011-09-27	Swine	Usa	North America	Swine	swine	Swine
A/swine/Illinois/A01240578/2011	JX280432	H3N2	2011-12-20	Swine	Usa	North America	Swine	swine	Swine
A/swine/Illinois/A01240575/2011	JX239982	H3N2	2011-12-20	Swine	Usa	North America	Swine	swine	Swine
A/swine/Iowa/A01203196/2012	JX239977	H3N2	2012-01-26	Swine	Usa	North America	Swine	swine	Swine
A/swine/Iowa/A01202530/2011	JX280437	H3N2	2011-08-22	Swine	Usa	North America	Swine	swine	Swine
A/swine/Illinois/A01201076/2011	JX307375	H3N2	2011-04-07	Swine	Usa	North America	Swine	swine	Swine
A/swine/Illinois/A01201633/2011	JX307385	H3N2	2011-06-07	Swine	Usa	North America	Swine	swine	Swine
A/swine/Indiana/A00968373/2012	JX534983	H3N2	2012-07-13	Swine	Usa	North America	Swine	swine	Swine
A/swine/Indiana/A00968376/2012	JX534991	H3N2	2012-07-13	Swine	Usa	North America	Swine	swine	Swine
A/swine/Indiana/A00968379/2012	JX534999	H3N2	2012-07-13	Swine	Usa	North America	Swine	swine	Swine
A/swine/Korea/D79/2011	JX502009	H3N2	2011-10-XX	Swine	South Korea	Japan Korea	Swine	swine	Swine
A/swine/Korea/A18/2011	JX502008	H3N2	2011-09-XX	Swine	South Korea	Japan Korea	Swine	swine	Swine
A/swine/Korea/KSB/2012	JX502007	H3N2	2012-03-XX	Swine	South Korea	Japan Korea	Swine	swine	Swine
A/swine/Guangdong/L22/2010	JX494712	H3N2	2010-02-XX	Swine	China	China	Swine	swine	Swine
A/swine/Illinois/A01201631/2011	JX307380	H3N2	2011-06-07	Swine	Usa	North America	Swine	swine	Swine
A/swine/Guangdong/L23/2010	JX494717	H3N2	2010-02-XX	Swine	China	China	Swine	swine	Swine
A/swine/Michigan/A01259000/2012	JX442057	H3N2	2012-06-19	Swine	Usa	North America	Swine	swine	Swine
A/canine/Guangdong/04/2011	JX414240	H3N2	2011-02-XX	Canine	China	China	Canine	canine	Canine
A/swine/Guangdong/L5/2010	JX414235	H3N2	2010-02-XX	Swine	China	China	Swine	swine	Swine
A/canine/Guangdong/05/2011	JX414247	H3N2	2011-02-XX	Canine	China	China	Canine	canine	Canine
A/swine/Illinois/A01241871/2012	JX401364	H3N2	2012-02-29	Swine	Usa	North America	Swine	swine	Swine
A/swine/Missouri/A01241619/2012	JX401359	H3N2	2012-02-14	Swine	Usa	North America	Swine	swine	Swine
A/swine/Nebraska/A01116984/2011	JX401354	H3N2	2011-11-03	Swine	Usa	North America	Swine	swine	Swine
A/swine/Nebraska/A01116980/2011	JX401349	H3N2	2011-11-02	Swine	Usa	North America	Swine	swine	Swine
A/swine/Spain/SF32071/2007	HE774667	H3N2	2007-XX-XX	Swine	Spain	Europe	Swine	swine	Swine
A/swine/Iowa/A01076630/2010	JX155380	H3N2	2010-10-26	Swine	Usa	North America	Swine	swine	Swine
A/swine/Iowa/A01049317/2010	JX155375	H3N2	2010-12-22	Swine	Usa	North America	Swine	swine	Swine
A/swine/Iowa/A01076309/2010	JX155370	H3N2	2010-09-20	Swine	Usa	North America	Swine	swine	Swine
A/swine/Illinois/A01047529/2010	JQ689101	H3N2	2010-12-02	Swine	Usa	North America	Swine	swine	Swine
A/swine/Missouri/A01047968/2010	JQ689109	H3N2	2010-12-14	Swine	Usa	North America	Swine	swine	Swine
A/swine/Missouri/A01047969/2010	JQ689117	H3N2	2010-12-14	Swine	Usa	North America	Swine	swine	Swine
A/swine/Iowa/A01049033/2010	JQ689125	H3N2	2010-11-16	Swine	Usa	North America	Swine	swine	Swine
A/swine/Iowa/A01049036/2010	JQ689133	H3N2	2010-11-16	Swine	Usa	North America	Swine	swine	Swine
A/swine/Nebraska/A01104010/2011	JQ689141	H3N2	2011-12-05	Swine	Usa	North America	Swine	swine	Swine
A/swine/Missouri/A01840324/2015	KT374252	H3N2	2015-01-08	Swine	Usa	North America	Swine	swine	Swine
A/swine/Missouri/A01847626/2015	KT374257	H3N2	2015-04-20	Swine	Usa	North America	Swine	swine	Swine
A/swine/Missouri/A02076058/2015	KT374262	H3N2	2015-04-01	Swine	Usa	North America	Swine	swine	Swine
A/swine/Iowa/A01555108/2014	KT374267	H3N1	2014-11-19	Swine	Usa	North America	Swine	swine	Swine
